schema_version,fuel_id,airport_id,fuel_type,availability_raw,grade_or_detail,price_raw_text,other_fuels_raw,source,source_checked_at,data_checked_at
1.2,LSZA:AVGAS,LSZA,AVGAS,Ja,AVGAS 100LL,,,https://luganoairport.ch/wp-content/uploads/2025/10/LS_ADINFO_0000_LSZA-last-update.pdf,2026-08-15,2026-08-15
1.2,LSZA:MOGAS_SUPER,LSZA,MOGAS_SUPER,Nein,Nicht veröffentlicht,,,https://luganoairport.ch/wp-content/uploads/2025/10/LS_ADINFO_0000_LSZA-last-update.pdf,2026-08-15,2026-08-15
1.2,LSZA:UL91,LSZA,UL91,Nein,Nicht veröffentlicht,,,https://luganoairport.ch/wp-content/uploads/2025/10/LS_ADINFO_0000_LSZA-last-update.pdf,2026-08-15,2026-08-15
1.2,LSGY:AVGAS,LSGY,AVGAS,Ja,AVGAS 100LL,,,https://airport.lsgy.ch/,2026-08-15,2026-08-15
1.2,LSGY:MOGAS_SUPER,LSGY,MOGAS_SUPER,Nein,Nicht veröffentlicht,,,https://airport.lsgy.ch/,2026-08-15,2026-08-15
1.2,LSGY:UL91,LSGY,UL91,Ja,AVGAS UL91,,,https://airport.lsgy.ch/,2026-08-15,2026-08-15
1.2,LSGR:AVGAS,LSGR,AVGAS,Nein,Nicht verlässlich bestätigt,,,https://www.aerodromes.ch/fileadmin/user_upload/documents/Swiss_Aerodrome_Guide/Swiss_Aerodrome_Guide_2022.pdf,2026-08-15,2026-08-15
1.2,LSGR:MOGAS_SUPER,LSGR,MOGAS_SUPER,Nein,Nicht veröffentlicht,,,https://www.aerodromes.ch/fileadmin/user_upload/documents/Swiss_Aerodrome_Guide/Swiss_Aerodrome_Guide_2022.pdf,2026-08-15,2026-08-15
1.2,LSGR:UL91,LSGR,UL91,Nein,Nicht veröffentlicht,,,https://www.aerodromes.ch/fileadmin/user_upload/documents/Swiss_Aerodrome_Guide/Swiss_Aerodrome_Guide_2022.pdf,2026-08-15,2026-08-15
1.2,EDWF:MOGAS_SUPER:20260816,EDWF,MOGAS_SUPER,Ja,Super 95,"2,59 €/l brutto",,https://flugplatz-leer-papenburg.de/aktuelles/,2026-08-16,2026-08-16
1.2,EDWC:MOGAS_SUPER:20260816,EDWC,MOGAS_SUPER,Ja,SuperPlus,SuperPlus 2.49 EUR/l laut AeroPS,,https://www.edwc.de/index.php,2026-08-16,2026-08-16
1.2,EDLS:MOGAS_SUPER:20260816,EDLS,MOGAS_SUPER,Ja,Super Plus 98 / MOGAS,Kein öffentlicher Literpreis,,https://www.flugplatz-stadtlohn.de/index.php?L=1&id=79,2026-08-16,2026-08-16
1.2,EDMV:MOGAS_SUPER:20260816,EDMV,MOGAS_SUPER,?,Nicht bestätigt,Kein belastbarer öffentlicher Nachweis,,https://www.edmv.de/,2026-08-16,2026-08-16
1.2,EDAZ:MOGAS_SUPER:20260816,EDAZ,MOGAS_SUPER,Ja,SuperPlus,SuperPlus 2.81 EUR/l laut AeroPS,,https://www.flugplatz-schoenhagen.aero/en/pilots/the-airport/fuel-prices,2026-08-16,2026-08-16
1.2,EDWI:MOGAS_SUPER:20260816,EDWI,MOGAS_SUPER,Ja,SuperPlus,SuperPlus 2.57 EUR/l laut AeroPS,,https://www.edwi.info/piloten/tankstelle.html,2026-08-16,2026-08-16
1.2,EDNL:MOGAS_SUPER:20260816,EDNL,MOGAS_SUPER,Ja,Super Plus,Kein öffentlicher Literpreis,,https://www.ednl.de/service/,2026-08-16,2026-08-16
1.2,EDVK:MOGAS_SUPER:20260816,EDVK,MOGAS_SUPER,Nein,Nicht verfügbar,Betreiber nennt nur JET A1 und AVGAS,,https://www.kassel-airport.de/informationen-fuer-piloten/services/,2026-08-16,2026-08-16
1.2,EDRK:MOGAS_SUPER:20260816,EDRK,MOGAS_SUPER,Ja,Super Plus,"2,81 €/l brutto",,https://www.flugplatz-koblenz-winningen.de/index.php/de/,2026-08-16,2026-08-16
1.2,EDTD:MOGAS_SUPER:20260816,EDTD,MOGAS_SUPER,?,Nicht bestätigt,Kein belastbarer öffentlicher Nachweis,,https://donau-airport.de/,2026-08-16,2026-08-16
1.2,EDVI:MOGAS_SUPER:20260816,EDVI,MOGAS_SUPER,Ja,SuperPlus,SuperPlus 2.69 EUR/l laut AeroPS,,https://flugplatz-hx.de/index.html,2026-08-16,2026-08-16
1.2,EDME:MOGAS_SUPER:20260816,EDME,MOGAS_SUPER,?,Nicht bestätigt,Kein belastbarer öffentlicher Nachweis,,https://flugsportverein-eggenfelden.de/unser-flugplatz/,2026-08-16,2026-08-16
1.2,EDGS:MOGAS_SUPER:20260816,EDGS,MOGAS_SUPER,Ja,SuperPlus,SuperPlus 2.81 EUR/l laut AeroPS,,https://www.siegerland-airport.de/fuer-piloten/tankstelle-kraftstoffpreise/,2026-08-16,2026-08-16
1.2,EDTF:MOGAS_SUPER:20260816,EDTF,MOGAS_SUPER,Ja,Mogas,Mogas 2.35 EUR/l laut AeroPS,,https://freiburg-airport.de/,2026-08-16,2026-08-16
1.2,EDBN:MOGAS_SUPER:20260816,EDBN,MOGAS_SUPER,Nein,Nicht verfügbar,Betreiber nennt nur AVGAS 100LL und JET A1,,https://www.flughafen-neubrandenburg.de/index.php?Itemid=104&id=7&option=com_content&view=article,2026-08-16,2026-08-16
1.2,EDHL:MOGAS_SUPER:20260816,EDHL,MOGAS_SUPER,Nein,Nicht verfügbar,Betreiberangebot ohne MOGAS,,https://www.flughafen-luebeck.de/de/startseite,2026-08-16,2026-08-16
1.2,EDTY:MOGAS_SUPER:20260816,EDTY,MOGAS_SUPER,Nein,Nicht verfügbar,Betreiber nennt AVGAS und JET A1 aber kein MOGAS,,https://www.edty.de/de/airport/pilot_information/fuel_pricing/fuel_pricing.php,2026-08-16,2026-08-16
1.2,EDML:MOGAS_SUPER:20260816,EDML,MOGAS_SUPER,Ja,Super Plus 98 E0,"2,69 €/l brutto",,https://der-fliegerclub.de/flugplatz/edml/,2026-08-16,2026-08-16
1.2,EDAY:MOGAS_SUPER:20260816,EDAY,MOGAS_SUPER,Ja,Mogas,Mogas 2.62 EUR/l laut AeroPS,,https://www.flugplatz-strausberg.de/,2026-08-16,2026-08-16
1.2,EDFM:MOGAS_SUPER:20260816,EDFM,MOGAS_SUPER,Ja,Mogas,Mogas 2.40 EUR/l laut AeroPS,,https://www.flugplatz-mannheim.de/city-airport-mannheim/,2026-08-16,2026-08-16
1.2,EDLD:MOGAS_SUPER:20260816,EDLD,MOGAS_SUPER,Ja,Super Plus,"2,55 €/l brutto",,https://schwarze-heide.com/fuer-piloten/titelform/,2026-08-16,2026-08-16
1.2,EDPA:MOGAS_SUPER:20260816,EDPA,MOGAS_SUPER,Ja,MOGAS (car petrol),Mogas 2.49 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDPA,2026-08-17,2026-08-17
1.2,ETSI:MOGAS_SUPER:20260816,ETSI,MOGAS_SUPER,Nein,Nicht verfügbar,Betreiber nennt JET A1 und AVGAS,,https://etsi-airport.de/,2026-08-16,2026-08-16
1.2,EDMA:MOGAS_SUPER:20260816,EDMA,MOGAS_SUPER,?,Nicht bestätigt,Kein belastbarer öffentlicher Nachweis,,https://www.augsburg-airport.de/piloten/,2026-08-16,2026-08-16
1.2,EDLE:MOGAS_SUPER:20260816,EDLE,MOGAS_SUPER,Ja,Super Plus,"2,59 €/l brutto",,https://www.flughafen-essen-muelheim.de/piloten/dienstleistungen/benzinpreise/,2026-08-16,2026-08-16
1.2,EDLH:MOGAS_SUPER:20260816,EDLH,MOGAS_SUPER,Ja,SuperPlus,SuperPlus 2.45 EUR/l laut AeroPS,,https://www.flugplatz-hamm.de/lsc20/flugplatz/tanken,2026-08-16,2026-08-16
1.2,EDLN:MOGAS_SUPER:20260816,EDLN,MOGAS_SUPER,Nein,Nicht verfügbar,Swift 100R ist kein MOGAS,,https://www.mgl.de/aviation/,2026-08-16,2026-08-16
1.2,EDLA:MOGAS_SUPER:20260816,EDLA,MOGAS_SUPER,Nein,Nicht verfügbar,Betreiber nennt nur AVGAS 100LL und JET A1,,https://www.flugplatz-arnsberg-menden.de/tanken/,2026-08-16,2026-08-16
1.2,EDMB:MOGAS_SUPER:20260816,EDMB,MOGAS_SUPER,Ja,SuperPlus,SuperPlus 2.35 EUR/l laut AeroPS,,https://edmb.de/gaststatte/,2026-08-16,2026-08-16
1.2,EDVE:MOGAS_SUPER:20260816,EDVE,MOGAS_SUPER,Nein,Nicht verfügbar,Betreiber nennt AVGAS 100LL / UL91 und JET A1,,https://www.fhbwe.de/aviation,2026-08-16,2026-08-16
1.2,EDXE:MOGAS_SUPER:20260816,EDXE,MOGAS_SUPER,Ja,Super Plus,"2,45 €/l brutto",,https://edxe.de/hp/flugplatz/ausflugslokal-und-hotel-gets,2026-08-16,2026-08-16
1.2,EDLM:MOGAS_SUPER:20260816,EDLM,MOGAS_SUPER,Ja,SuperPlus,SuperPlus 2.49 EUR/l laut AeroPS,,https://xn--flugplatz-loemhle-g3b.de/tanken/,2026-08-16,2026-08-16
1.2,EDTM:MOGAS_SUPER:20260816,EDTM,MOGAS_SUPER,Ja,SuperPlus,SuperPlus 2.81 EUR/l laut AeroPS,,https://www.regio-airport-mengen.de/piloteninfo/tankstelle/,2026-08-16,2026-08-16
1.2,EDQH:MOGAS_SUPER:20260816,EDQH,MOGAS_SUPER,Ja,SuperPlus,SuperPlus 2.42 EUR/l laut AeroPS,,https://flugplatz-herzogenaurach.de/?lang=en,2026-08-16,2026-08-16
1.2,ETHN:MOGAS_SUPER:20260816,ETHN,MOGAS_SUPER,Nein,Nicht verfügbar,Betreiber nennt nur AVGAS 100LL und JET A1,,https://www.flugplatz-ethn.de/Flugplatz,2026-08-16,2026-08-16
1.2,EDFE:MOGAS_SUPER:20260816,EDFE,MOGAS_SUPER,Nein,Nicht verfügbar,Betreiber nennt AVGAS 100LL und UL91 aber kein MOGAS,,https://egelsbach-airport.com/wp-content/uploads/2026/02/Kraftstoffpreise-ab-01.02.2026.pdf,2026-08-16,2026-08-16
1.2,EDRY:MOGAS_SUPER:20260816,EDRY,MOGAS_SUPER,Ja,MOGAS,"2,89 €/l brutto",,https://flugplatz-speyer.de/infos-entgelte/,2026-08-16,2026-08-16
1.2,EDTG:AVGAS:20260816,EDTG,AVGAS,Ja,Avgas 100 LL,Avgas 100 LL 2.99 EUR/l laut AeroPS,,https://www.gewerbepark-breisgau.de/unser-flugplatz/kontakt-adesse-lage/,2026-08-16,2026-08-16
1.2,EDTG:JET_A1:20260816,EDTG,JET_A1,Ja,Jet A-1,Jet A-1 2.49 EUR/l laut AeroPS,,https://www.gewerbepark-breisgau.de/unser-flugplatz/kontakt-adesse-lage/,2026-08-16,2026-08-16
1.2,EDTG:MOGAS_SUPER:20260816,EDTG,MOGAS_SUPER,Ja,SuperPlus,SuperPlus 2.36 EUR/l laut AeroPS,,https://www.gewerbepark-breisgau.de/unser-flugplatz/kontakt-adesse-lage/,2026-08-16,2026-08-16
1.2,EDTG:UL91:20260816,EDTG,UL91,Nein,Nicht veröffentlicht,"Betreiber nennt 100LL, Jet A1 und Super Plus 98",,https://www.gewerbepark-breisgau.de/unser-flugplatz/kontakt-adesse-lage/,2026-08-16,2026-08-16
1.2,EDTS:AVGAS:20260816,EDTS,AVGAS,Ja – nur PPR,Avgas 100 LL,Avgas 100 LL 3.14 EUR/l laut AeroPS,,https://www.sfg-schwenningen.de/flugplatz/infos-f%C3%BCr-piloten/,2026-08-16,2026-08-16
1.2,EDTS:JET_A1:20260816,EDTS,JET_A1,Ja – nur PPR,Jet A-1,Jet A-1 3.18 EUR/l laut AeroPS,,https://www.sfg-schwenningen.de/flugplatz/infos-f%C3%BCr-piloten/,2026-08-16,2026-08-16
1.2,EDTS:MOGAS_SUPER:20260816,EDTS,MOGAS_SUPER,Ja – nur PPR,SuperPlus,SuperPlus 2.81 EUR/l laut AeroPS,,https://www.sfg-schwenningen.de/flugplatz/infos-f%C3%BCr-piloten/,2026-08-16,2026-08-16
1.2,EDTS:UL91:20260816,EDTS,UL91,Nein,Nicht veröffentlicht,"Betreiber nennt AVGAS 100LL, Jet A1 und MOGAS",,https://www.sfg-schwenningen.de/flugplatz/infos-f%C3%BCr-piloten/,2026-08-16,2026-08-16
1.2,EDAH:JET_A1,EDAH,JET_A1,Ja,Jet A-1,Jet A-1 3.18 EUR/l; Jet A-1 2.20 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDAH,2026-08-17,2026-08-17
1.2,EDAY:JET_A1,EDAY,JET_A1,Ja,Jet A-1,Jet A-1 3.18 EUR/l; Jet A-1 2.20 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDAY,2026-08-17,2026-08-17
1.2,EDAZ:JET_A1,EDAZ,JET_A1,Ja,Jet A-1,Jet A-1 3.18 EUR/l; Jet A-1 2.20 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDAZ,2026-08-17,2026-08-17
1.2,EDBN:JET_A1,EDBN,JET_A1,Ja,Jet A-1,Jet A-1 0.00 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDBN,2026-08-17,2026-08-17
1.2,EDFM:JET_A1,EDFM,JET_A1,Ja,Jet A-1,Jet A-1 2.70 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDFM,2026-08-17,2026-08-17
1.2,EDGE:JET_A1,EDGE,JET_A1,Ja,Jet A-1,Jet A-1 2.89 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDGE,2026-08-17,2026-08-17
1.2,EDGS:JET_A1,EDGS,JET_A1,Ja,Jet A-1,Jet A-1 3.18 EUR/l; Jet A-1 2.20 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDGS,2026-08-17,2026-08-17
1.2,EDKA:JET_A1,EDKA,JET_A1,Ja,Jet A-1,Jet A-1 3.18 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDKA,2026-08-17,2026-08-17
1.2,EDKB:JET_A1,EDKB,JET_A1,Ja,Jet A-1,Jet A-1 2.72 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDKB,2026-08-17,2026-08-17
1.2,EDLM:JET_A1,EDLM,JET_A1,Ja,Jet A-1,Jet A-1 3.08 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDLM,2026-08-17,2026-08-17
1.2,EDMA:JET_A1,EDMA,JET_A1,Ja,Jet A-1,Jet A-1 2.69 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDMA,2026-08-17,2026-08-17
1.2,EDMB:JET_A1,EDMB,JET_A1,Ja,Jet A-1,Jet A-1 3.03 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDMB,2026-08-17,2026-08-17
1.2,EDMB:AVGAS,EDMB,AVGAS,Ja,AVGAS 100LL,Avgas 100 LL 2.94 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDMB,2026-08-17,2026-08-17
1.2,EDQH:JET_A1,EDQH,JET_A1,Ja,Jet A-1,Jet A-1 3.17 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDQH,2026-08-17,2026-08-17
1.2,EDTD:JET_A1,EDTD,JET_A1,Ja,Jet A-1,Jet A-1 3.18 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDTD,2026-08-17,2026-08-17
1.2,EDTM:JET_A1,EDTM,JET_A1,Ja,Jet A-1,Jet A-1 3.18 EUR/l; Jet A-1 2.20 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDTM,2026-08-17,2026-08-17
1.2,EDTY:JET_A1,EDTY,JET_A1,Ja,Jet A-1,Jet A-1 3.24 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDTY,2026-08-17,2026-08-17
1.2,EDVI:JET_A1,EDVI,JET_A1,Ja,Jet A-1,Jet A-1 2.69 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDVI,2026-08-17,2026-08-17
1.2,EDVK:JET_A1,EDVK,JET_A1,Ja,Jet A-1,Jet A-1 1.86 EUR/l; Jet A-1 2.89 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDVK,2026-08-17,2026-08-17
1.2,EDWC:JET_A1,EDWC,JET_A1,Ja,Jet A-1,Jet A-1 2.69 EUR/l; Jet A-1 1.59 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDWC,2026-08-17,2026-08-17
1.2,EDWI:JET_A1,EDWI,JET_A1,Ja,Jet A-1,Jet A-1 2.90 EUR/l; Jet A-1 2.13 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDWI,2026-08-17,2026-08-17
1.2,EDXO:JET_A1,EDXO,JET_A1,Ja,Jet A-1,Jet A-1 2.99 EUR/l; Jet A-1 2.30 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDXO,2026-08-17,2026-08-17
1.2,EDXW:JET_A1,EDXW,JET_A1,Ja,Jet A-1,Jet A-1 3.21 EUR/l laut AeroPS,,https://aip.aero/de/en/vfr/?EDXW,2026-08-17,2026-08-17
1.2,EGKA:JET_A1,EGKA,JET_A1,Ja,Jet A-1,Jet A-1 1.07 GBP/l laut AeroPS,,https://aip.aero/uk/vfr/?EGKA,2026-08-17,2026-08-17
1.2,EGKH:JET_A1,EGKH,JET_A1,Ja,JET A1,JET A1 0.91 GBP/l laut AeroPS,,https://gat.aerops.com/prices/calculator/EGKH,2026-08-16,2026-08-16
1.2,EHHV:JET_A1,EHHV,JET_A1,Ja,Jet A-1,Jet A-1 0.00 EUR/l laut AeroPS,,https://gat.aerops.com/prices/calculator/EHHV,2026-08-16,2026-08-16
1.2,EHTX:JET_A1,EHTX,JET_A1,Ja,Jet A-1,Jet A-1 2.89 EUR/l laut AeroPS,,https://aip.aero/nl/en/vfr/?EHTX,2026-08-17,2026-08-17
1.2,LDLO:JET_A1,LDLO,JET_A1,Ja,Jet A-1,Jet A-1 2.80 EUR/l laut AeroPS,,https://gat.aerops.com/prices/calculator/LDLO,2026-08-16,2026-08-16
1.2,LOWZ:JET_A1,LOWZ,JET_A1,Ja,Jet A-1,Jet A-1 2.05 EUR/l; Jet A-1 1.58 EUR/l laut AeroPS,,https://aip.aero/at/en/vfr/?LOWZ,2026-08-17,2026-08-17
1.2,EBSP:JET_A1:AIPAERO,EBSP,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/be/vfr/?EBSP,2026-08-17,2026-08-17
1.2,EDAX:AVGAS:AIPAERO,EDAX,AVGAS,Ja,AVGAS,,,https://aip.aero/de/en/vfr/?EDAX,2026-08-17,2026-08-17
1.2,EDCG:JET_A1:AIPAERO,EDCG,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/de/en/vfr/?EDCG,2026-08-17,2026-08-17
1.2,EDFE:JET_A1:AIPAERO,EDFE,JET_A1,Ja,Jet A-1,,,https://aip.aero/de/en/vfr/?EDFE,2026-08-17,2026-08-17
1.2,EDFE:UL91:AIPAERO,EDFE,UL91,Ja,AVGAS UL91,,,https://aip.aero/de/en/vfr/?EDFE,2026-08-17,2026-08-17
1.2,EDFE:AVGAS:AIPAERO,EDFE,AVGAS,Ja,AVGAS 100LL,,,https://aip.aero/de/en/vfr/?EDFE,2026-08-17,2026-08-17
1.2,EDFR:JET_A1:AIPAERO,EDFR,JET_A1,Ja,Jet A-1,,,https://aip.aero/de/en/vfr/?EDFR,2026-08-17,2026-08-17
1.2,EDHL:JET_A1:AIPAERO,EDHL,JET_A1,Ja,Jet A-1,,,https://aip.aero/de/en/vfr/?EDHL,2026-08-17,2026-08-17
1.2,EDKM:JET_A1:AIPAERO,EDKM,JET_A1,Ja,Jet A-1,,,https://aip.aero/de/en/vfr/?EDKM,2026-08-17,2026-08-17
1.2,EDLA:JET_A1:AIPAERO,EDLA,JET_A1,Ja,Jet A-1,,,https://aip.aero/de/en/vfr/?EDLA,2026-08-17,2026-08-17
1.2,EDLA:AVGAS:AIPAERO,EDLA,AVGAS,Ja,AVGAS 100LL,,,https://aip.aero/de/en/vfr/?EDLA,2026-08-17,2026-08-17
1.2,EDLD:JET_A1:AIPAERO,EDLD,JET_A1,Ja,Jet A-1,,,https://aip.aero/de/en/vfr/?EDLD,2026-08-17,2026-08-17
1.2,EDLE:JET_A1:AIPAERO,EDLE,JET_A1,Ja,Jet A-1,,,https://aip.aero/de/en/vfr/?EDLE,2026-08-17,2026-08-17
1.2,EDLN:JET_A1:AIPAERO,EDLN,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/de/en/vfr/?EDLN,2026-08-17,2026-08-17
1.2,EDLS:JET_A1:AIPAERO,EDLS,JET_A1,Ja,"Super PLUS, AVGAS, Jet A-1",,,https://aip.aero/de/en/vfr/?EDLS,2026-08-17,2026-08-17
1.2,EDME:JET_A1:AIPAERO,EDME,JET_A1,Ja,Jet A-1,,,https://aip.aero/de/en/vfr/?EDME,2026-08-17,2026-08-17
1.2,EDML:JET_A1:AIPAERO,EDML,JET_A1,Ja,Jet A-1,,,https://aip.aero/de/en/vfr/?EDML,2026-08-17,2026-08-17
1.2,EDMV:JET_A1:AIPAERO,EDMV,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/de/en/vfr/?EDMV,2026-08-17,2026-08-17
1.2,EDNL:JET_A1:AIPAERO,EDNL,JET_A1,Ja,"Super PLUS, AVGAS, Jet A-1",,,https://aip.aero/de/en/vfr/?EDNL,2026-08-17,2026-08-17
1.2,EDPA:JET_A1:AIPAERO,EDPA,JET_A1,Ja,Jet A-1,,,https://aip.aero/de/en/vfr/?EDPA,2026-08-17,2026-08-17
1.2,EDQA:JET_A1:AIPAERO,EDQA,JET_A1,Ja,Jet A-1,,,https://aip.aero/de/en/vfr/?EDQA,2026-08-17,2026-08-17
1.2,EDRK:JET_A1:AIPAERO,EDRK,JET_A1,Ja,Jet A-1,,,https://aip.aero/de/en/vfr/?EDRK,2026-08-17,2026-08-17
1.2,EDRY:JET_A1:AIPAERO,EDRY,JET_A1,Ja,Jet A-1,,,https://aip.aero/de/en/vfr/?EDRY,2026-08-17,2026-08-17
1.2,EDRY:AVGAS:AIPAERO,EDRY,AVGAS,Ja,AVGAS 100LL,,,https://aip.aero/de/en/vfr/?EDRY,2026-08-17,2026-08-17
1.2,EDVE:JET_A1:AIPAERO,EDVE,JET_A1,Ja,Jet A-1,,,https://aip.aero/de/en/vfr/?EDVE,2026-08-17,2026-08-17
1.2,EDVE:UL91:AIPAERO,EDVE,UL91,Ja,AVGAS UL91,,,https://aip.aero/de/en/vfr/?EDVE,2026-08-17,2026-08-17
1.2,EDVE:AVGAS:AIPAERO,EDVE,AVGAS,Ja,AVGAS 100LL,,,https://aip.aero/de/en/vfr/?EDVE,2026-08-17,2026-08-17
1.2,EDVM:JET_A1:AIPAERO,EDVM,JET_A1,Ja,Jet A-1,,,https://aip.aero/de/en/vfr/?EDVM,2026-08-17,2026-08-17
1.2,EDWF:JET_A1:AIPAERO,EDWF,JET_A1,Ja,Jet A-1,,,https://aip.aero/de/en/vfr/?EDWF,2026-08-17,2026-08-17
1.2,EDXB:MOGAS_SUPER:AIPAERO,EDXB,MOGAS_SUPER,Ja,"Super PLUS, AVGAS",,,https://aip.aero/de/en/vfr/?EDXB,2026-08-17,2026-08-17
1.2,EDXB:AVGAS:AIPAERO,EDXB,AVGAS,Ja,"Super PLUS, AVGAS",,,https://aip.aero/de/en/vfr/?EDXB,2026-08-17,2026-08-17
1.2,EDXF:JET_A1:AIPAERO,EDXF,JET_A1,Ja,Jet A-1,,,https://aip.aero/de/en/vfr/?EDXF,2026-08-17,2026-08-17
1.2,EDXF:AVGAS:AIPAERO,EDXF,AVGAS,Ja,AVGAS 100LL,,,https://aip.aero/de/en/vfr/?EDXF,2026-08-17,2026-08-17
1.2,EHLE:JET_A1:AIPAERO,EHLE,JET_A1,Ja,Jet A-1,,,https://aip.aero/nl/en/vfr/?EHLE,2026-08-17,2026-08-17
1.2,EHMZ:JET_A1:AIPAERO,EHMZ,JET_A1,Ja,"Super PLUS, AVGAS, Jet A-1",,,https://aip.aero/nl/en/vfr/?EHMZ,2026-08-17,2026-08-17
1.2,EKRN:JET_A1:AIPAERO,EKRN,JET_A1,Ja,Jet A-1,,,https://aip.aero/dk/en/vfr/?EKRN,2026-08-17,2026-08-17
1.2,EKSB:JET_A1:AIPAERO,EKSB,JET_A1,Ja,Jet A-1,,,https://aip.aero/dk/en/vfr/?EKSB,2026-08-17,2026-08-17
1.2,EKVJ:JET_A1:AIPAERO,EKVJ,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/dk/en/vfr/?EKVJ,2026-08-17,2026-08-17
1.2,ETSI:JET_A1:AIPAERO,ETSI,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/de/en/vfr/?ETSI,2026-08-17,2026-08-17
1.2,LFAT:JET_A1:AIPAERO,LFAT,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/fr/en/aeroports/?LFAT,2026-08-17,2026-08-17
1.2,LFGA:JET_A1:AIPAERO,LFGA,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/fr/en/aeroports/?LFGA,2026-08-17,2026-08-17
1.2,LFKB:JET_A1:AIPAERO,LFKB,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/fr/en/aeroports/?LFKB,2026-08-17,2026-08-17
1.2,LFKF:JET_A1:AIPAERO,LFKF,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/fr/en/aeroports/?LFKF,2026-08-17,2026-08-17
1.2,LFKJ:JET_A1:AIPAERO,LFKJ,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/fr/en/aeroports/?LFKJ,2026-08-17,2026-08-17
1.2,LFLP:JET_A1:AIPAERO,LFLP,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/fr/en/aeroports/?LFLP,2026-08-17,2026-08-17
1.2,LFMD:JET_A1:AIPAERO,LFMD,JET_A1,Ja,Jet A-1,,,https://aip.aero/fr/en/aeroports/?LFMD,2026-08-17,2026-08-17
1.2,LFMP:JET_A1:AIPAERO,LFMP,JET_A1,Ja,"AVGAS, Jet A-1, AVGAS UL91",,,https://aip.aero/fr/en/aeroports/?LFMP,2026-08-17,2026-08-17
1.2,LFMU:JET_A1:AIPAERO,LFMU,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/fr/en/aeroports/?LFMU,2026-08-17,2026-08-17
1.2,LFRD:JET_A1:AIPAERO,LFRD,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/fr/en/aeroports/?LFRD,2026-08-17,2026-08-17
1.2,LFRG:JET_A1:AIPAERO,LFRG,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/fr/en/aeroports/?LFRG,2026-08-17,2026-08-17
1.2,LIPB:JET_A1:AIPAERO,LIPB,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/it/en/vfr/?LIPB,2026-08-17,2026-08-17
1.2,LIPV:JET_A1:AIPAERO,LIPV,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/it/en/vfr/?LIPV,2026-08-17,2026-08-17
1.2,LJPZ:JET_A1:AIPAERO,LJPZ,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/si/en/vfr/?LJPZ,2026-08-17,2026-08-17
1.2,LKKV:JET_A1:AIPAERO,LKKV,JET_A1,Ja,"AVGAS, Jet A-1",,,https://aip.aero/cz/en/vfr/?LKKV,2026-08-17,2026-08-17
1.2,LOAN:MOGAS_SUPER:AIPAERO,LOAN,MOGAS_SUPER,Ja,MOGAS (car petrol),,,https://aip.aero/at/en/vfr/?LOAN,2026-08-17,2026-08-17
